method,model_name,split,seed,threshold_source,label,f1,auprc,gold,pred,gold_rate,pred_rate,source_file
bce,microsoft/deberta-v3-base,test,1701,provided,Conformity: rules,0.4311212814645309,0.37864000414520355,911.0,1274.0,0.06253002951472304,0.08744594687349852,results/logs/deberta_bce_seed1701_deberta-v3-base_test_metrics.json
bce,microsoft/deberta-v3-base,test,1701,provided,Conformity: interpersonal,0.10570824524312895,0.06547941536664174,195.0,278.0,0.013384583705127325,0.01908161164115588,results/logs/deberta_bce_seed1701_deberta-v3-base_test_metrics.json
bce,microsoft/deberta-v3-base,test,1701,provided,Humility,0.043010752688172046,0.011413192816758259,30.0,249.0,0.0020591667238657424,0.01709108380808566,results/logs/deberta_bce_seed1701_deberta-v3-base_test_metrics.json
bce,microsoft/deberta-v3-base,test,1701,provided,Benevolence: caring,0.23596792668957617,0.15972215624019034,324.0,549.0,0.022239000617750016,0.03768275104674308,results/logs/deberta_bce_seed1701_deberta-v3-base_test_metrics.json
bce,microsoft/deberta-v3-base,test,1701,provided,Benevolence: dependability,0.28214285714285714,0.20775317722173559,288.0,272.0,0.019768000549111125,0.01866977829638273,results/logs/deberta_bce_seed1701_deberta-v3-base_test_metrics.json
bce,microsoft/deberta-v3-base,test,1701,provided,Universalism: concern,0.41397495056031636,0.37244012825832096,735.0,782.0,0.05044958473471069,0.05367561260210035,results/logs/deberta_bce_seed1701_deberta-v3-base_test_metrics.json
bce,microsoft/deberta-v3-base,test,1701,provided,Universalism: nature,0.5523255813953488,0.49783534722463835,293.0,395.0,0.02011119500308875,0.027112361864232274,results/logs/deberta_bce_seed1701_deberta-v3-base_test_metrics.json
bce,microsoft/deberta-v3-base,test,1701,provided,Universalism: tolerance,0.21798365122615804,0.15738712919962985,171.0,196.0,0.011737250326034732,0.01345322259592285,results/logs/deberta_bce_seed1701_deberta-v3-base_test_metrics.json
bce,microsoft/deberta-v3-base,test,1984,provided,Self-direction: thought,0.1118508655126498,0.0581609567911828,171.0,580.0,0.011737250326034732,0.03981055666140435,results/logs/deberta_bce_seed1984_deberta-v3-base_test_metrics.json
bce,microsoft/deberta-v3-base,test,1984,provided,Self-direction: action,0.16666666666666669,0.09935512106051934,512.0,916.0,0.03514311208730867,0.06287322396870067,results/logs/deberta_bce_seed1984_deberta-v3-base_test_metrics.json
bce,microsoft/deberta-v3-base,test,1984,provided,Stimulation,0.24096385542168672,0.18247981708600167,371.0,625.0,0.02546502848513968,0.042899306747202964,results/logs/deberta_bce_seed1984_deberta-v3-base_test_metrics.json
bce,microsoft/deberta-v3-base,test,1984,provided,Hedonism,0.25984251968503935,0.1813340328148515,125.0,129.0,0.008579861349440594,0.008854416912622691,results/logs/deberta_bce_seed1984_deberta-v3-base_test_metrics.json
bce,microsoft/deberta-v3-base,test,1984,provided,Achievement,0.3404426559356137,0.298342695472663,911.0,1574.0,0.06253002951472304,0.10803761411215594,results/logs/deberta_bce_seed1984_deberta-v3-base_test_metrics.json
bce,microsoft/deberta-v3-base,test,1984,provided,Power: dominance,0.3451032644903398,0.27280601342784994,631.0,870.0,0.04331114009197611,0.059715834992106524,results/logs/deberta_bce_seed1984_deberta-v3-base_test_metrics.json
bce,microsoft/deberta-v3-base,test,1984,provided,Power: resources,0.38592964824120596,0.3393832224826002,805.0,1185.0,0.05525430709039742,0.08133708559269683,results/logs/deberta_bce_seed1984_deberta-v3-base_test_metrics.json
bce,microsoft/deberta-v3-base,test,1984,provided,Face,0.1956521739130435,0.1208663935134514,267.0,193.0,0.018326583842405108,0.013247305923536276,results/logs/deberta_bce_seed1984_deberta-v3-base_test_metrics.json
bce,microsoft/deberta-v3-base,test,1984,provided,Security: personal,0.29606299212598425,0.24346140291907584,352.0,283.0,0.02416088956002471,0.0194248060951335,results/logs/deberta_bce_seed1984_deberta-v3-base_test_metrics.json
bce,microsoft/deberta-v3-base,test,1984,provided,Security: societal,0.4266950656727014,0.38579291659636183,1151.0,1666.0,0.07900336330564899,0.11435239206534423,results/logs/deberta_bce_seed1984_deberta-v3-base_test_metrics.json
bce,microsoft/deberta-v3-base,test,1984,provided,Tradition,0.4498777506112469,0.37228022693582186,196.0,213.0,0.01345322259592285,0.01462008373944677,results/logs/deberta_bce_seed1984_deberta-v3-base_test_metrics.json
bce,microsoft/deberta-v3-base,test,1984,provided,Conformity: rules,0.42724745134383685,0.38824370311333994,911.0,1247.0,0.06253002951472304,0.08559269682201935,results/logs/deberta_bce_seed1984_deberta-v3-base_test_metrics.json
bce,microsoft/deberta-v3-base,test,1984,provided,Conformity: interpersonal,0.09935205183585313,0.05435884617963175,195.0,268.0,0.013384583705127325,0.01839522273320063,results/logs/deberta_bce_seed1984_deberta-v3-base_test_metrics.json
bce,microsoft/deberta-v3-base,test,1984,provided,Humility,0.04166666666666667,0.017966324391757754,30.0,18.0,0.0020591667238657424,0.0012355000343194453,results/logs/deberta_bce_seed1984_deberta-v3-base_test_metrics.json
bce,microsoft/deberta-v3-base,test,1984,provided,Benevolence: caring,0.233502538071066,0.15421954460867734,324.0,464.0,0.022239000617750016,0.03184844532912348,results/logs/deberta_bce_seed1984_deberta-v3-base_test_metrics.json
bce,microsoft/deberta-v3-base,test,1984,provided,Benevolence: dependability,0.269179004037685,0.20392752591528046,288.0,455.0,0.019768000549111125,0.03123069531196376,results/logs/deberta_bce_seed1984_deberta-v3-base_test_metrics.json
bce,microsoft/deberta-v3-base,test,1984,provided,Universalism: concern,0.4182590233545648,0.3643241990368312,735.0,1149.0,0.05044958473471069,0.07886608552405792,results/logs/deberta_bce_seed1984_deberta-v3-base_test_metrics.json
bce,microsoft/deberta-v3-base,test,1984,provided,Universalism: nature,0.556732223903177,0.5025950739110154,293.0,368.0,0.02011119500308875,0.025259111812753105,results/logs/deberta_bce_seed1984_deberta-v3-base_test_metrics.json
bce,microsoft/deberta-v3-base,test,1984,provided,Universalism: tolerance,0.19076923076923075,0.12972710460572115,171.0,154.0,0.011737250326034732,0.01057038918251081,results/logs/deberta_bce_seed1984_deberta-v3-base_test_metrics.json
bce,microsoft/deberta-v3-base,test,42,provided,Self-direction: thought,0.10526315789473684,0.06238982337065503,171.0,494.0,0.011737250326034732,0.03390761205298922,results/logs/deberta_bce_seed42_deberta-v3-base_test_metrics.json
bce,microsoft/deberta-v3-base,test,42,provided,Self-direction: action,0.1950439648281375,0.12619309472692394,512.0,739.0,0.03514311208730867,0.05072414029789279,results/logs/deberta_bce_seed42_deberta-v3-base_test_metrics.json
bce,microsoft/deberta-v3-base,test,42,provided,Stimulation,0.2486486486486487,0.18062594974658602,371.0,554.0,0.02546502848513968,0.038025945500720706,results/logs/deberta_bce_seed42_deberta-v3-base_test_metrics.json
bce,microsoft/deberta-v3-base,test,42,provided,Hedonism,0.25095057034220536,0.1903642328356067,125.0,138.0,0.008579861349440594,0.009472166929782415,results/logs/deberta_bce_seed42_deberta-v3-base_test_metrics.json
bce,microsoft/deberta-v3-base,test,42,provided,Achievement,0.3542659159809441,0.29804292744614014,911.0,1398.0,0.06253002951472304,0.0959571693321436,results/logs/deberta_bce_seed42_deberta-v3-base_test_metrics.json
bce,microsoft/deberta-v3-base,test,42,provided,Power: dominance,0.3227548953409859,0.24770599011812294,631.0,850.0,0.04331114009197611,0.058343057176196034,results/logs/deberta_bce_seed42_deberta-v3-base_test_metrics.json
bce,microsoft/deberta-v3-base,test,42,provided,Power: resources,0.384297520661157,0.299197842271988,805.0,1131.0,0.05525430709039742,0.07763058548973849,results/logs/deberta_bce_seed42_deberta-v3-base_test_metrics.json
bce,microsoft/deberta-v3-base,test,42,provided,Face,0.23245614035087722,0.13676759938967742,267.0,189.0,0.018326583842405108,0.012972750360354177,results/logs/deberta_bce_seed42_deberta-v3-base_test_metrics.json
bce,microsoft/deberta-v3-base,test,42,provided,Security: personal,0.3394255874673629,0.2710981597703815,352.0,414.0,0.02416088956002471,0.028416500789347245,results/logs/deberta_bce_seed42_deberta-v3-base_test_metrics.json
bce,microsoft/deberta-v3-base,test,42,provided,Security: societal,0.4217298070050035,0.37821563979497674,1151.0,1647.0,0.07900336330564899,0.11304825314022926,results/logs/deberta_bce_seed42_deberta-v3-base_test_metrics.json
bce,microsoft/deberta-v3-base,test,42,provided,Tradition,0.42105263157894735,0.3543079108927108,196.0,241.0,0.01345322259592285,0.016541972681721463,results/logs/deberta_bce_seed42_deberta-v3-base_test_metrics.json
bce,microsoft/deberta-v3-base,test,42,provided,Conformity: rules,0.4107142857142857,0.3721248026524907,911.0,1105.0,0.06253002951472304,0.07584597432905485,results/logs/deberta_bce_seed42_deberta-v3-base_test_metrics.json
bce,microsoft/deberta-v3-base,test,42,provided,Conformity: interpersonal,0.12873563218390804,0.06541152241384073,195.0,240.0,0.013384583705127325,0.01647333379092594,results/logs/deberta_bce_seed42_deberta-v3-base_test_metrics.json
bce,microsoft/deberta-v3-base,test,42,provided,Humility,0.03738317757009346,0.019203306276378042,30.0,398.0,0.0020591667238657424,0.027318278536618848,results/logs/deberta_bce_seed42_deberta-v3-base_test_metrics.json
bce,microsoft/deberta-v3-base,test,42,provided,Benevolence: caring,0.24303797468354432,0.14896147933126186,324.0,466.0,0.022239000617750016,0.03198572311071453,results/logs/deberta_bce_seed42_deberta-v3-base_test_metrics.json
bce,microsoft/deberta-v3-base,test,42,provided,Benevolence: dependability,0.3092436974789916,0.21457443524566186,288.0,307.0,0.019768000549111125,0.021072139474226096,results/logs/deberta_bce_seed42_deberta-v3-base_test_metrics.json
bce,microsoft/deberta-v3-base,test,42,provided,Universalism: concern,0.4096676737160121,0.3504210167600753,735.0,920.0,0.05044958473471069,0.06314777953188276,results/logs/deberta_bce_seed42_deberta-v3-base_test_metrics.json
bce,microsoft/deberta-v3-base,test,42,provided,Universalism: nature,0.5592011412268187,0.5011719190691202,293.0,408.0,0.02011119500308875,0.028004667444574097,results/logs/deberta_bce_seed42_deberta-v3-base_test_metrics.json
bce,microsoft/deberta-v3-base,test,42,provided,Universalism: tolerance,0.2559241706161137,0.17778562873282835,171.0,251.0,0.011737250326034732,0.01722836158967671,results/logs/deberta_bce_seed42_deberta-v3-base_test_metrics.json
bce,microsoft/deberta-v3-base,test,7,provided,Self-direction: thought,0.07999999999999999,0.0470253353995559,171.0,204.0,0.011737250326034732,0.014002333722287048,results/logs/deberta_bce_seed7_deberta-v3-base_test_metrics.json
bce,microsoft/deberta-v3-base,test,7,provided,Self-direction: action,0.182370820668693,0.1323138340741495,512.0,475.0,0.03514311208730867,0.032603473127874254,results/logs/deberta_bce_seed7_deberta-v3-base_test_metrics.json
bce,microsoft/deberta-v3-base,test,7,provided,Stimulation,0.2358974358974359,0.18765068720761105,371.0,409.0,0.02546502848513968,0.02807330633536962,results/logs/deberta_bce_seed7_deberta-v3-base_test_metrics.json
bce,microsoft/deberta-v3-base,test,7,provided,Hedonism,0.26905829596412556,0.1961042276217963,125.0,98.0,0.008579861349440594,0.006726611297961425,results/logs/deberta_bce_seed7_deberta-v3-base_test_metrics.json
bce,microsoft/deberta-v3-base,test,7,provided,Achievement,0.352993744414656,0.31336144171038,911.0,1327.0,0.06253002951472304,0.09108380808566134,results/logs/deberta_bce_seed7_deberta-v3-base_test_metrics.json
bce,microsoft/deberta-v3-base,test,7,provided,Power: dominance,0.3578528827037773,0.2773743374161929,631.0,878.0,0.04331114009197611,0.060264946118470726,results/logs/deberta_bce_seed7_deberta-v3-base_test_metrics.json
bce,microsoft/deberta-v3-base,test,7,provided,Power: resources,0.375877736472532,0.32780612056502945,805.0,1616.0,0.05525430709039742,0.11092044752556798,results/logs/deberta_bce_seed7_deberta-v3-base_test_metrics.json
bce,microsoft/deberta-v3-base,test,7,provided,Face,0.23916811091854423,0.15438435018769064,267.0,310.0,0.018326583842405108,0.02127805614661267,results/logs/deberta_bce_seed7_deberta-v3-base_test_metrics.json
bce,microsoft/deberta-v3-base,test,7,provided,Security: personal,0.35266821345707655,0.26508656951043646,352.0,510.0,0.02416088956002471,0.03500583430571762,results/logs/deberta_bce_seed7_deberta-v3-base_test_metrics.json
bce,microsoft/deberta-v3-base,test,7,provided,Security: societal,0.41639974375400385,0.380597638115099,1151.0,1971.0,0.07900336330564899,0.13528725375797926,results/logs/deberta_bce_seed7_deberta-v3-base_test_metrics.json
bce,microsoft/deberta-v3-base,test,7,provided,Tradition,0.4432432432432432,0.3940245672243096,196.0,174.0,0.01345322259592285,0.011943166998421306,results/logs/deberta_bce_seed7_deberta-v3-base_test_metrics.json
bce,microsoft/deberta-v3-base,test,7,provided,Conformity: rules,0.4268923366243535,0.3917664439203281,911.0,1216.0,0.06253002951472304,0.08346489120735809,results/logs/deberta_bce_seed7_deberta-v3-base_test_metrics.json
bce,microsoft/deberta-v3-base,test,7,provided,Conformity: interpersonal,0.10242587601078168,0.06739296717216475,195.0,176.0,0.013384583705127325,0.012080444780012354,results/logs/deberta_bce_seed7_deberta-v3-base_test_metrics.json
bce,microsoft/deberta-v3-base,test,7,provided,Humility,0.06451612903225806,0.024769662798959733,30.0,125.0,0.0020591667238657424,0.008579861349440594,results/logs/deberta_bce_seed7_deberta-v3-base_test_metrics.json
bce,microsoft/deberta-v3-base,test,7,provided,Benevolence: caring,0.22796709753231492,0.14153105659684817,324.0,527.0,0.022239000617750016,0.03617269544924154,results/logs/deberta_bce_seed7_deberta-v3-base_test_metrics.json
bce,microsoft/deberta-v3-base,test,7,provided,Benevolence: dependability,0.27843803056027167,0.22957116500214747,288.0,301.0,0.019768000549111125,0.020660306129452948,results/logs/deberta_bce_seed7_deberta-v3-base_test_metrics.json
bce,microsoft/deberta-v3-base,test,7,provided,Universalism: concern,0.40792540792540793,0.33705245347396134,735.0,981.0,0.05044958473471069,0.06733475187040977,results/logs/deberta_bce_seed7_deberta-v3-base_test_metrics.json
bce,microsoft/deberta-v3-base,test,7,provided,Universalism: nature,0.543247344461305,0.5022312175390679,293.0,366.0,0.02011119500308875,0.025121834031162055,results/logs/deberta_bce_seed7_deberta-v3-base_test_metrics.json
bce,microsoft/deberta-v3-base,test,7,provided,Universalism: tolerance,0.22285714285714286,0.15118204699980953,171.0,179.0,0.011737250326034732,0.01228636145239893,results/logs/deberta_bce_seed7_deberta-v3-base_test_metrics.json
empirical_structure,microsoft/deberta-v3-base,test,11,provided,Self-direction: thought,0.11158798283261803,0.06167812544058369,171.0,528.0,0.011737250326034732,0.03624133434003707,results/logs/deberta_empirical_structure_seed11_deberta-v3-base_test_metrics.json
empirical_structure,microsoft/deberta-v3-base,test,11,provided,Self-direction: action,0.19927536231884058,0.12992057247649985,512.0,592.0,0.03514311208730867,0.04063422335095065,results/logs/deberta_empirical_structure_seed11_deberta-v3-base_test_metrics.json
empirical_structure,microsoft/deberta-v3-base,test,11,provided,Stimulation,0.2551440329218107,0.1935996560670068,371.0,358.0,0.02546502848513968,0.02457272290479786,results/logs/deberta_empirical_structure_seed11_deberta-v3-base_test_metrics.json
empirical_structure,microsoft/deberta-v3-base,test,11,provided,Hedonism,0.2835249042145594,0.19202865910689731,125.0,136.0,0.008579861349440594,0.009334889148191364,results/logs/deberta_empirical_structure_seed11_deberta-v3-base_test_metrics.json
empirical_structure,microsoft/deberta-v3-base,test,11,provided,Achievement,0.35902741852043457,0.3206612270811997,911.0,1022.0,0.06253002951472304,0.07014894639302628,results/logs/deberta_empirical_structure_seed11_deberta-v3-base_test_metrics.json
empirical_structure,microsoft/deberta-v3-base,test,11,provided,Power: dominance,0.3565416985462892,0.28155907174363365,631.0,676.0,0.04331114009197611,0.046399890177774725,results/logs/deberta_empirical_structure_seed11_deberta-v3-base_test_metrics.json
empirical_structure,microsoft/deberta-v3-base,test,11,provided,Power: resources,0.3969327920613442,0.3400349928797163,805.0,1412.0,0.05525430709039742,0.09691811380328094,results/logs/deberta_empirical_structure_seed11_deberta-v3-base_test_metrics.json
empirical_structure,microsoft/deberta-v3-base,test,11,provided,Face,0.24913494809688577,0.16647076937715702,267.0,311.0,0.018326583842405108,0.021346695037408197,results/logs/deberta_empirical_structure_seed11_deberta-v3-base_test_metrics.json
empirical_structure,microsoft/deberta-v3-base,test,11,provided,Security: personal,0.3508322663252241,0.2751535081472927,352.0,429.0,0.02416088956002471,0.029446084151280114,results/logs/deberta_empirical_structure_seed11_deberta-v3-base_test_metrics.json
empirical_structure,microsoft/deberta-v3-base,test,11,provided,Security: societal,0.4322097378277154,0.38281136884586103,1151.0,1519.0,0.07900336330564899,0.10426247511840209,results/logs/deberta_empirical_structure_seed11_deberta-v3-base_test_metrics.json
empirical_structure,microsoft/deberta-v3-base,test,11,provided,Tradition,0.4580152671755725,0.4188700652876923,196.0,197.0,0.01345322259592285,0.013521861486718375,results/logs/deberta_empirical_structure_seed11_deberta-v3-base_test_metrics.json
empirical_structure,microsoft/deberta-v3-base,test,11,provided,Conformity: rules,0.42358803986710963,0.4061761399018306,911.0,1497.0,0.06253002951472304,0.10275241952090054,results/logs/deberta_empirical_structure_seed11_deberta-v3-base_test_metrics.json
empirical_structure,microsoft/deberta-v3-base,test,11,provided,Conformity: interpersonal,0.11074918566775244,0.05776678283168968,195.0,419.0,0.013384583705127325,0.02875969524332487,results/logs/deberta_empirical_structure_seed11_deberta-v3-base_test_metrics.json
empirical_structure,microsoft/deberta-v3-base,test,11,provided,Humility,0.04584527220630372,0.016748841886878398,30.0,319.0,0.0020591667238657424,0.021895806163772392,results/logs/deberta_empirical_structure_seed11_deberta-v3-base_test_metrics.json
empirical_structure,microsoft/deberta-v3-base,test,11,provided,Benevolence: caring,0.2288828337874659,0.15161996918939089,324.0,410.0,0.022239000617750016,0.028141945226165144,results/logs/deberta_empirical_structure_seed11_deberta-v3-base_test_metrics.json
empirical_structure,microsoft/deberta-v3-base,test,11,provided,Benevolence: dependability,0.2861150070126227,0.21289176211248345,288.0,425.0,0.019768000549111125,0.029171528588098017,results/logs/deberta_empirical_structure_seed11_deberta-v3-base_test_metrics.json
empirical_structure,microsoft/deberta-v3-base,test,11,provided,Universalism: concern,0.43609865470852016,0.38326509673310905,735.0,1049.0,0.05044958473471069,0.07200219644450545,results/logs/deberta_empirical_structure_seed11_deberta-v3-base_test_metrics.json
empirical_structure,microsoft/deberta-v3-base,test,11,provided,Universalism: nature,0.5642633228840126,0.5185836977497434,293.0,345.0,0.02011119500308875,0.023680417324456037,results/logs/deberta_empirical_structure_seed11_deberta-v3-base_test_metrics.json
empirical_structure,microsoft/deberta-v3-base,test,11,provided,Universalism: tolerance,0.21604938271604937,0.14066809931493035,171.0,153.0,0.011737250326034732,0.010501750291715286,results/logs/deberta_empirical_structure_seed11_deberta-v3-base_test_metrics.json
empirical_structure,microsoft/deberta-v3-base,test,1701,provided,Self-direction: thought,0.10526315789473685,0.05292882205206645,171.0,190.0,0.011737250326034732,0.013041389251149702,results/logs/deberta_empirical_structure_seed1701_deberta-v3-base_test_metrics.json
empirical_structure,microsoft/deberta-v3-base,test,1701,provided,Self-direction: action,0.19491525423728814,0.13320145665839606,512.0,668.0,0.03514311208730867,0.04585077905141053,results/logs/deberta_empirical_structure_seed1701_deberta-v3-base_test_metrics.json
empirical_structure,microsoft/deberta-v3-base,test,1701,provided,Stimulation,0.24829467939972716,0.1812386969039563,371.0,362.0,0.02546502848513968,0.024847278467979957,results/logs/deberta_empirical_structure_seed1701_deberta-v3-base_test_metrics.json
empirical_structure,microsoft/deberta-v3-base,test,1701,provided,Hedonism,0.23703703703703702,0.15861034181565883,125.0,145.0,0.008579861349440594,0.009952639165351088,results/logs/deberta_empirical_structure_seed1701_deberta-v3-base_test_metrics.json
empirical_structure,microsoft/deberta-v3-base,test,1701,provided,Achievement,0.35186184565569345,0.30563990896903404,911.0,942.0,0.06253002951472304,0.0646578351293843,results/logs/deberta_empirical_structure_seed1701_deberta-v3-base_test_metrics.json
empirical_structure,microsoft/deberta-v3-base,test,1701,provided,Power: dominance,0.33940182054616386,0.261335624885178,631.0,907.0,0.04331114009197611,0.06225547395154094,results/logs/deberta_empirical_structure_seed1701_deberta-v3-base_test_metrics.json
empirical_structure,microsoft/deberta-v3-base,test,1701,provided,Power: resources,0.3846587704455725,0.33875879587473795,805.0,968.0,0.05525430709039742,0.06644244629006796,results/logs/deberta_empirical_structure_seed1701_deberta-v3-base_test_metrics.json
empirical_structure,microsoft/deberta-v3-base,test,1701,provided,Face,0.2388059701492537,0.14245462078303484,267.0,336.0,0.018326583842405108,0.023062667307296315,results/logs/deberta_empirical_structure_seed1701_deberta-v3-base_test_metrics.json
empirical_structure,microsoft/deberta-v3-base,test,1701,provided,Security: personal,0.32349468713105084,0.22847886864313563,352.0,495.0,0.02416088956002471,0.03397625094378475,results/logs/deberta_empirical_structure_seed1701_deberta-v3-base_test_metrics.json
empirical_structure,microsoft/deberta-v3-base,test,1701,provided,Security: societal,0.4184782608695653,0.3658666773277012,1151.0,1425.0,0.07900336330564899,0.09781041938362275,results/logs/deberta_empirical_structure_seed1701_deberta-v3-base_test_metrics.json
empirical_structure,microsoft/deberta-v3-base,test,1701,provided,Tradition,0.4563106796116505,0.39095998236393015,196.0,216.0,0.01345322259592285,0.014826000411833344,results/logs/deberta_empirical_structure_seed1701_deberta-v3-base_test_metrics.json
empirical_structure,microsoft/deberta-v3-base,test,1701,provided,Conformity: rules,0.4382544103992572,0.38320950424508643,911.0,1243.0,0.06253002951472304,0.08531814125883726,results/logs/deberta_empirical_structure_seed1701_deberta-v3-base_test_metrics.json
empirical_structure,microsoft/deberta-v3-base,test,1701,provided,Conformity: interpersonal,0.10823529411764705,0.06966833797313476,195.0,230.0,0.013384583705127325,0.01578694488297069,results/logs/deberta_empirical_structure_seed1701_deberta-v3-base_test_metrics.json
empirical_structure,microsoft/deberta-v3-base,test,1701,provided,Humility,0.041666666666666664,0.032250232366251456,30.0,162.0,0.0020591667238657424,0.011119500308875008,results/logs/deberta_empirical_structure_seed1701_deberta-v3-base_test_metrics.json
empirical_structure,microsoft/deberta-v3-base,test,1701,provided,Benevolence: caring,0.23031496062992127,0.16118867402064269,324.0,692.0,0.022239000617750016,0.04749811243050312,results/logs/deberta_empirical_structure_seed1701_deberta-v3-base_test_metrics.json
empirical_structure,microsoft/deberta-v3-base,test,1701,provided,Benevolence: dependability,0.2718808193668529,0.20527421127412365,288.0,249.0,0.019768000549111125,0.01709108380808566,results/logs/deberta_empirical_structure_seed1701_deberta-v3-base_test_metrics.json
empirical_structure,microsoft/deberta-v3-base,test,1701,provided,Universalism: concern,0.4072229140722292,0.3688338312545912,735.0,871.0,0.05044958473471069,0.059784473882902055,results/logs/deberta_empirical_structure_seed1701_deberta-v3-base_test_metrics.json
empirical_structure,microsoft/deberta-v3-base,test,1701,provided,Universalism: nature,0.5656565656565656,0.49855600537999717,293.0,400.0,0.02011119500308875,0.0274555563182099,results/logs/deberta_empirical_structure_seed1701_deberta-v3-base_test_metrics.json
empirical_structure,microsoft/deberta-v3-base,test,1701,provided,Universalism: tolerance,0.2157303370786517,0.14945233330988242,171.0,274.0,0.011737250326034732,0.01880705607797378,results/logs/deberta_empirical_structure_seed1701_deberta-v3-base_test_metrics.json
empirical_structure,microsoft/deberta-v3-base,test,1984,provided,Self-direction: thought,0.12727272727272726,0.06853632631104016,171.0,379.0,0.011737250326034732,0.026014139611503877,results/logs/deberta_empirical_structure_seed1984_deberta-v3-base_test_metrics.json
empirical_structure,microsoft/deberta-v3-base,test,1984,provided,Self-direction: action,0.18034993270524902,0.10788646195327421,512.0,974.0,0.03514311208730867,0.0668542796348411,results/logs/deberta_empirical_structure_seed1984_deberta-v3-base_test_metrics.json
empirical_structure,microsoft/deberta-v3-base,test,1984,provided,Stimulation,0.25740318906605925,0.18503567198934434,371.0,507.0,0.02546502848513968,0.03479991763333105,results/logs/deberta_empirical_structure_seed1984_deberta-v3-base_test_metrics.json
empirical_structure,microsoft/deberta-v3-base,test,1984,provided,Hedonism,0.2857142857142857,0.16630790699031073,125.0,190.0,0.008579861349440594,0.013041389251149702,results/logs/deberta_empirical_structure_seed1984_deberta-v3-base_test_metrics.json
empirical_structure,microsoft/deberta-v3-base,test,1984,provided,Achievement,0.34299516908212563,0.2992251221331673,911.0,1159.0,0.06253002951472304,0.07955247443201317,results/logs/deberta_empirical_structure_seed1984_deberta-v3-base_test_metrics.json
empirical_structure,microsoft/deberta-v3-base,test,1984,provided,Power: dominance,0.3421383647798742,0.273601518115883,631.0,959.0,0.04331114009197611,0.06582469627290823,results/logs/deberta_empirical_structure_seed1984_deberta-v3-base_test_metrics.json
empirical_structure,microsoft/deberta-v3-base,test,1984,provided,Power: resources,0.3864,0.33335724340418676,805.0,1695.0,0.05525430709039742,0.11634291989841444,results/logs/deberta_empirical_structure_seed1984_deberta-v3-base_test_metrics.json
empirical_structure,microsoft/deberta-v3-base,test,1984,provided,Face,0.25,0.14239165164769227,267.0,373.0,0.018326583842405108,0.02560230626673073,results/logs/deberta_empirical_structure_seed1984_deberta-v3-base_test_metrics.json
empirical_structure,microsoft/deberta-v3-base,test,1984,provided,Security: personal,0.3208020050125313,0.23424584606997778,352.0,446.0,0.02416088956002471,0.030612945294804034,results/logs/deberta_empirical_structure_seed1984_deberta-v3-base_test_metrics.json
empirical_structure,microsoft/deberta-v3-base,test,1984,provided,Security: societal,0.42355237475601826,0.3833966811166618,1151.0,1923.0,0.07900336330564899,0.13199258699979408,results/logs/deberta_empirical_structure_seed1984_deberta-v3-base_test_metrics.json
empirical_structure,microsoft/deberta-v3-base,test,1984,provided,Tradition,0.44949494949494945,0.39511501483657196,196.0,200.0,0.01345322259592285,0.01372777815910495,results/logs/deberta_empirical_structure_seed1984_deberta-v3-base_test_metrics.json
empirical_structure,microsoft/deberta-v3-base,test,1984,provided,Conformity: rules,0.43161634103019536,0.3932916191389631,911.0,1341.0,0.06253002951472304,0.09204475255679868,results/logs/deberta_empirical_structure_seed1984_deberta-v3-base_test_metrics.json
empirical_structure,microsoft/deberta-v3-base,test,1984,provided,Conformity: interpersonal,0.11494252873563217,0.05966327040579335,195.0,414.0,0.013384583705127325,0.028416500789347245,results/logs/deberta_empirical_structure_seed1984_deberta-v3-base_test_metrics.json
empirical_structure,microsoft/deberta-v3-base,test,1984,provided,Humility,0.04405286343612335,0.021669404876938372,30.0,197.0,0.0020591667238657424,0.013521861486718375,results/logs/deberta_empirical_structure_seed1984_deberta-v3-base_test_metrics.json
empirical_structure,microsoft/deberta-v3-base,test,1984,provided,Benevolence: caring,0.22320441988950276,0.1689656204545464,324.0,581.0,0.022239000617750016,0.039879195552199875,results/logs/deberta_empirical_structure_seed1984_deberta-v3-base_test_metrics.json
empirical_structure,microsoft/deberta-v3-base,test,1984,provided,Benevolence: dependability,0.2545454545454546,0.21404567406563366,288.0,207.0,0.019768000549111125,0.014208250394673622,results/logs/deberta_empirical_structure_seed1984_deberta-v3-base_test_metrics.json
empirical_structure,microsoft/deberta-v3-base,test,1984,provided,Universalism: concern,0.4037383177570094,0.3583659660537635,735.0,870.0,0.05044958473471069,0.059715834992106524,results/logs/deberta_empirical_structure_seed1984_deberta-v3-base_test_metrics.json
empirical_structure,microsoft/deberta-v3-base,test,1984,provided,Universalism: nature,0.5687203791469194,0.510613559338636,293.0,340.0,0.02011119500308875,0.023337222870478413,results/logs/deberta_empirical_structure_seed1984_deberta-v3-base_test_metrics.json
empirical_structure,microsoft/deberta-v3-base,test,1984,provided,Universalism: tolerance,0.1818181818181818,0.12138187399890309,171.0,181.0,0.011737250326034732,0.012423639233989979,results/logs/deberta_empirical_structure_seed1984_deberta-v3-base_test_metrics.json
empirical_structure,microsoft/deberta-v3-base,test,42,provided,Self-direction: thought,0.12424849699398795,0.06124727183440193,171.0,328.0,0.011737250326034732,0.022513556180932117,results/logs/deberta_empirical_structure_seed42_deberta-v3-base_test_metrics.json
