method,model_name,split,threshold_source,label,f1_mean,f1_std,f1_count,auprc_mean,auprc_std,auprc_count,gold_mean,gold_std,gold_count,pred_mean,pred_std,pred_count,gold_rate_mean,gold_rate_std,gold_rate_count,pred_rate_mean,pred_rate_std,pred_rate_count,f1_mean_std,auprc_mean_std,gold_mean_std,pred_mean_std,gold_rate_mean_std,pred_rate_mean_std
random_geoloss,microsoft/deberta-v3-base,test,provided,Benevolence: dependability,0.2771418766158177,0.013809495834104046,5,0.20140799015616495,0.009800148864309518,5,288.0,0.0,5,389.6,56.22543908232288,5,0.019768000549111125,0.0,5,0.02674171185393644,0.003859251773101988,5,0.2771 ± 0.0138,0.2014 ± 0.0098,288.0000 ± 0.0000,389.6000 ± 56.2254,0.0198 ± 0.0000,0.0267 ± 0.0039
random_geoloss,microsoft/deberta-v3-base,test,provided,Conformity: interpersonal,0.09006824691670032,0.008671536653772047,5,0.06049932205789157,0.008747381747000916,5,195.0,0.0,5,266.6,63.03808372722001,5,0.013384583705127327,0.0,5,0.018299128286086895,0.0043268641449118,5,0.0901 ± 0.0087,0.0605 ± 0.0087,195.0000 ± 0.0000,266.6000 ± 63.0381,0.0134 ± 0.0000,0.0183 ± 0.0043
random_geoloss,microsoft/deberta-v3-base,test,provided,Conformity: rules,0.4284488628272987,0.006364280767547597,5,0.38538952760172007,0.009045788055097356,5,911.0,0.0,5,1252.8,131.85105232799623,5,0.06253002951472304,0.0,5,0.0859908023886334,0.00905010998201635,5,0.4284 ± 0.0064,0.3854 ± 0.0090,911.0000 ± 0.0000,1252.8000 ± 131.8511,0.0625 ± 0.0000,0.0860 ± 0.0091
random_geoloss,microsoft/deberta-v3-base,test,provided,Face,0.23592238885604727,0.019813379666914772,5,0.14814943846116294,0.013555733318565372,5,267.0,0.0,5,272.4,65.22499520889211,5,0.018326583842405108,0.0,5,0.018697233852700938,0.00447697132328177,5,0.2359 ± 0.0198,0.1481 ± 0.0136,267.0000 ± 0.0000,272.4000 ± 65.2250,0.0183 ± 0.0000,0.0187 ± 0.0045
random_geoloss,microsoft/deberta-v3-base,test,provided,Hedonism,0.27815792246216436,0.039058108686278355,5,0.18949989463934866,0.01484386455555285,5,125.0,0.0,5,139.8,47.33075110327323,5,0.008579861349440594,0.0,5,0.00959571693321436,0.0032487302562477336,5,0.2782 ± 0.0391,0.1895 ± 0.0148,125.0000 ± 0.0000,139.8000 ± 47.3308,0.0086 ± 0.0000,0.0096 ± 0.0032
random_geoloss,microsoft/deberta-v3-base,test,provided,Humility,0.049942392035339664,0.018677710264571684,5,0.01794547638970001,0.0056858136831916435,5,30.0,0.0,5,136.4,64.9715322275841,5,0.0020591667238657424,0.0,5,0.009362344704509576,0.004459573905387063,5,0.0499 ± 0.0187,0.0179 ± 0.0057,30.0000 ± 0.0000,136.4000 ± 64.9715,0.0021 ± 0.0000,0.0094 ± 0.0045
random_geoloss,microsoft/deberta-v3-base,test,provided,Power: dominance,0.34630670014558323,0.018562060090296966,5,0.2658517306719493,0.009412176767261025,5,631.0,0.0,5,948.2,145.75733257712972,5,0.04331114009197611,0.0,5,0.06508339625231656,0.010004621633408586,5,0.3463 ± 0.0186,0.2659 ± 0.0094,631.0000 ± 0.0000,948.2000 ± 145.7573,0.0433 ± 0.0000,0.0651 ± 0.0100
random_geoloss,microsoft/deberta-v3-base,test,provided,Power: resources,0.38733106656870786,0.007839450215589188,5,0.33154805736006143,0.009424471634363683,5,805.0,0.0,5,1350.0,122.8087944733601,5,0.05525430709039743,0.0,5,0.0926625025739584,0.00842945943258701,5,0.3873 ± 0.0078,0.3315 ± 0.0094,805.0000 ± 0.0000,1350.0000 ± 122.8088,0.0553 ± 0.0000,0.0927 ± 0.0084
random_geoloss,microsoft/deberta-v3-base,test,provided,Security: personal,0.33224460109128046,0.014280905755490068,5,0.25494064733548266,0.012435504624322764,5,352.0,0.0,5,433.4,125.12713534641476,5,0.02416088956002471,0.0,5,0.02974809527078042,0.008588587778599407,5,0.3322 ± 0.0143,0.2549 ± 0.0124,352.0000 ± 0.0000,433.4000 ± 125.1271,0.0242 ± 0.0000,0.0297 ± 0.0086
random_geoloss,microsoft/deberta-v3-base,test,provided,Security: societal,0.42836726711884276,0.007678567136176383,5,0.3836267164351125,0.005987832600555548,5,1151.0,0.0,5,1569.8,174.34649408577164,5,0.07900336330564899,0.0,5,0.10774933077081475,0.011966949968135885,5,0.4284 ± 0.0077,0.3836 ± 0.0060,1151.0000 ± 0.0000,1569.8000 ± 174.3465,0.0790 ± 0.0000,0.1077 ± 0.0120
random_geoloss,microsoft/deberta-v3-base,test,provided,Self-direction: action,0.19432325970098674,0.007266246259358184,5,0.12714817651588034,0.009869296338153189,5,512.0,0.0,5,716.6,189.42095976950384,5,0.03514311208730867,0.0,5,0.04918662914407303,0.013001644572002462,5,0.1943 ± 0.0073,0.1271 ± 0.0099,512.0000 ± 0.0000,716.6000 ± 189.4210,0.0351 ± 0.0000,0.0492 ± 0.0130
random_geoloss,microsoft/deberta-v3-base,test,provided,Self-direction: thought,0.10276144135000695,0.010634182995006448,5,0.05783158301831624,0.007114021846366663,5,171.0,0.0,5,316.4,121.03842365133478,5,0.011737250326034732,0.0,5,0.021717345047704027,0.008307943143066427,5,0.1028 ± 0.0106,0.0578 ± 0.0071,171.0000 ± 0.0000,316.4000 ± 121.0384,0.0117 ± 0.0000,0.0217 ± 0.0083
random_geoloss,microsoft/deberta-v3-base,test,provided,Stimulation,0.2558529988655039,0.016243041590368712,5,0.18634356866080048,0.007293735531532215,5,371.0,0.0,5,420.0,90.44058823338113,5,0.02546502848513968,0.0,5,0.028828334134120392,0.006207741659234069,5,0.2559 ± 0.0162,0.1863 ± 0.0073,371.0000 ± 0.0000,420.0000 ± 90.4406,0.0255 ± 0.0000,0.0288 ± 0.0062
random_geoloss,microsoft/deberta-v3-base,test,provided,Tradition,0.44312781729257694,0.022526488662749606,5,0.4000203854313913,0.00523528868071108,5,196.0,0.0,5,239.2,42.984881062997026,5,0.01345322259592285,0.0,5,0.016418422678289517,0.0029504345571416727,5,0.4431 ± 0.0225,0.4000 ± 0.0052,196.0000 ± 0.0000,239.2000 ± 42.9849,0.0135 ± 0.0000,0.0164 ± 0.0030
random_geoloss,microsoft/deberta-v3-base,test,provided,Universalism: concern,0.40780938296954083,0.02341756515112586,5,0.35674501475945897,0.023224268997263313,5,735.0,0.0,5,851.0,189.22605528837724,5,0.05044958473471069,0.0,5,0.05841169606699156,0.012988266544606854,5,0.4078 ± 0.0234,0.3567 ± 0.0232,735.0000 ± 0.0000,851.0000 ± 189.2261,0.0504 ± 0.0000,0.0584 ± 0.0130
random_geoloss,microsoft/deberta-v3-base,test,provided,Universalism: nature,0.5600726633884499,0.006956799728273089,5,0.5040990315680858,0.01739802212642926,5,293.0,0.0,5,399.4,35.50774563387544,5,0.02011119500308875,0.0,5,0.02741437298373258,0.0024372122749588454,5,0.5601 ± 0.0070,0.5041 ± 0.0174,293.0000 ± 0.0000,399.4000 ± 35.5077,0.0201 ± 0.0000,0.0274 ± 0.0024
random_geoloss,microsoft/deberta-v3-base,test,provided,Universalism: tolerance,0.2043375623245352,0.018582749397927253,5,0.13646536990769884,0.014798680583541364,5,171.0,0.0,5,220.6,82.1389067373069,5,0.011737250326034732,0.0,5,0.015141739309492757,0.005637923449605799,5,0.2043 ± 0.0186,0.1365 ± 0.0148,171.0000 ± 0.0000,220.6000 ± 82.1389,0.0117 ± 0.0000,0.0151 ± 0.0056
schwartz_geoloss,microsoft/deberta-v3-base,test,provided,Achievement,0.35487745483206734,0.005792185740119283,5,0.3093983579179471,0.011284600511223186,5,911.0,0.0,5,1142.2,177.3067962600419,5,0.06253002951472304,0.0,5,0.07839934106664836,0.012170141825797365,5,0.3549 ± 0.0058,0.3094 ± 0.0113,911.0000 ± 0.0000,1142.2000 ± 177.3068,0.0625 ± 0.0000,0.0784 ± 0.0122
schwartz_geoloss,microsoft/deberta-v3-base,test,provided,Benevolence: caring,0.2402430692724172,0.019305096309851683,5,0.16253763623038348,0.009601296195630932,5,324.0,0.0,5,473.0,103.17945531936094,5,0.022239000617750016,0.0,5,0.03246619534628321,0.007082123366007343,5,0.2402 ± 0.0193,0.1625 ± 0.0096,324.0000 ± 0.0000,473.0000 ± 103.1795,0.0222 ± 0.0000,0.0325 ± 0.0071
schwartz_geoloss,microsoft/deberta-v3-base,test,provided,Benevolence: dependability,0.28516935841763347,0.00577642888751296,5,0.20456625962269412,0.007855757420280801,5,288.0,0.0,5,360.4,26.44428104524681,5,0.019768000549111125,0.0,5,0.024737456242707116,0.0018151061188308615,5,0.2852 ± 0.0058,0.2046 ± 0.0079,288.0000 ± 0.0000,360.4000 ± 26.4443,0.0198 ± 0.0000,0.0247 ± 0.0018
schwartz_geoloss,microsoft/deberta-v3-base,test,provided,Conformity: interpersonal,0.10323134218690204,0.019587296486863075,5,0.06272678149304838,0.005453902245732542,5,195.0,0.0,5,300.2,111.41454124125809,5,0.013384583705127327,0.0,5,0.020605395016816526,0.007647370529292202,5,0.1032 ± 0.0196,0.0627 ± 0.0055,195.0000 ± 0.0000,300.2000 ± 111.4145,0.0134 ± 0.0000,0.0206 ± 0.0076
schwartz_geoloss,microsoft/deberta-v3-base,test,provided,Conformity: rules,0.4310028540669367,0.007018218141449908,5,0.39001609093976963,0.006577173352234074,5,911.0,0.0,5,1269.0,151.47442028276592,5,0.06253002951472304,0.0,5,0.0871027524195209,0.010397036192104185,5,0.4310 ± 0.0070,0.3900 ± 0.0066,911.0000 ± 0.0000,1269.0000 ± 151.4744,0.0625 ± 0.0000,0.0871 ± 0.0104
schwartz_geoloss,microsoft/deberta-v3-base,test,provided,Face,0.2333934734359236,0.006985009477922351,5,0.14902247141358535,0.013651233595727057,5,267.0,0.0,5,268.6,136.66857722241787,5,0.018326583842405108,0.0,5,0.018436406067677946,0.009380779547149283,5,0.2334 ± 0.0070,0.1490 ± 0.0137,267.0000 ± 0.0000,268.6000 ± 136.6686,0.0183 ± 0.0000,0.0184 ± 0.0094
schwartz_geoloss,microsoft/deberta-v3-base,test,provided,Hedonism,0.2684091940528054,0.027636736123765323,5,0.18381324855686443,0.01931060146114039,5,125.0,0.0,5,126.6,35.90682386399555,5,0.008579861349440594,0.0,5,0.008689683574713433,0.0024646045620149316,5,0.2684 ± 0.0276,0.1838 ± 0.0193,125.0000 ± 0.0000,126.6000 ± 35.9068,0.0086 ± 0.0000,0.0087 ± 0.0025
schwartz_geoloss,microsoft/deberta-v3-base,test,provided,Humility,0.03367982700756352,0.025212478887623232,5,0.015267964369462789,0.004464830775444079,5,30.0,0.0,5,247.2,230.55845245837332,5,0.0020591667238657424,0.0,5,0.01696753380465372,0.01582527644027547,5,0.0337 ± 0.0252,0.0153 ± 0.0045,30.0000 ± 0.0000,247.2000 ± 230.5585,0.0021 ± 0.0000,0.0170 ± 0.0158
schwartz_geoloss,microsoft/deberta-v3-base,test,provided,Power: dominance,0.3489621927139142,0.0117338785847876,5,0.2718760664670745,0.013328536518285135,5,631.0,0.0,5,857.2,184.56489373659338,5,0.04331114009197611,0.0,5,0.05883725718992381,0.012668329585873663,5,0.3490 ± 0.0117,0.2719 ± 0.0133,631.0000 ± 0.0000,857.2000 ± 184.5649,0.0433 ± 0.0000,0.0588 ± 0.0127
schwartz_geoloss,microsoft/deberta-v3-base,test,provided,Power: resources,0.3909300107078044,0.004657949620151269,5,0.33234775252211485,0.009389490734349545,5,805.0,0.0,5,1304.6,154.50177992502222,5,0.05525430709039743,0.0,5,0.08954629693184159,0.010604830799987792,5,0.3909 ± 0.0047,0.3323 ± 0.0094,805.0000 ± 0.0000,1304.6000 ± 154.5018,0.0553 ± 0.0000,0.0895 ± 0.0106
schwartz_geoloss,microsoft/deberta-v3-base,test,provided,Security: personal,0.33499807316639696,0.02250400638674836,5,0.26072486153970276,0.02056339620945881,5,352.0,0.0,5,484.4,100.69657392384309,5,0.02416088956002471,0.0,5,0.03324867870135219,0.006911701141042151,5,0.3350 ± 0.0225,0.2607 ± 0.0206,352.0000 ± 0.0000,484.4000 ± 100.6966,0.0242 ± 0.0000,0.0332 ± 0.0069
schwartz_geoloss,microsoft/deberta-v3-base,test,provided,Security: societal,0.42537134312704855,0.01139872967178929,5,0.3834452391888234,0.010675893954148861,5,1151.0,0.0,5,1547.0,259.8990188515532,5,0.07900336330564899,0.0,5,0.10618436406067677,0.01783918037281579,5,0.4254 ± 0.0114,0.3834 ± 0.0107,1151.0000 ± 0.0000,1547.0000 ± 259.8990,0.0790 ± 0.0000,0.1062 ± 0.0178
schwartz_geoloss,microsoft/deberta-v3-base,test,provided,Self-direction: action,0.186777640443361,0.00619928561347137,5,0.12436913745042646,0.009937170471084025,5,512.0,0.0,5,847.2,259.6347434377764,5,0.03514311208730867,0.0,5,0.05815086828196856,0.01782104080154962,5,0.1868 ± 0.0062,0.1244 ± 0.0099,512.0000 ± 0.0000,847.2000 ± 259.6347,0.0351 ± 0.0000,0.0582 ± 0.0178
schwartz_geoloss,microsoft/deberta-v3-base,test,provided,Self-direction: thought,0.10385439905033851,0.016192032415072985,5,0.05667171391507053,0.009334469477596825,5,171.0,0.0,5,356.2,164.95666097493609,5,0.011737250326034732,0.0,5,0.024449172901365914,0.011322442238653037,5,0.1039 ± 0.0162,0.0567 ± 0.0093,171.0000 ± 0.0000,356.2000 ± 164.9567,0.0117 ± 0.0000,0.0244 ± 0.0113
schwartz_geoloss,microsoft/deberta-v3-base,test,provided,Stimulation,0.2572442330782001,0.01613233777442652,5,0.18703951003063474,0.006384156141013134,5,371.0,0.0,5,409.2,84.41089977011262,5,0.02546502848513968,0.0,5,0.028087034113528725,0.005793870531272745,5,0.2572 ± 0.0161,0.1870 ± 0.0064,371.0000 ± 0.0000,409.2000 ± 84.4109,0.0255 ± 0.0000,0.0281 ± 0.0058
schwartz_geoloss,microsoft/deberta-v3-base,test,provided,Tradition,0.44562968867732156,0.005506429730470741,5,0.3869782525465716,0.010600358148465324,5,196.0,0.0,5,224.4,47.742015039166496,5,0.01345322259592285,0.0,5,0.015402567094515754,0.0032769589566316493,5,0.4456 ± 0.0055,0.3870 ± 0.0106,196.0000 ± 0.0000,224.4000 ± 47.7420,0.0135 ± 0.0000,0.0154 ± 0.0033
schwartz_geoloss,microsoft/deberta-v3-base,test,provided,Universalism: concern,0.4123864823824297,0.016258634834879486,5,0.3634569088656022,0.01451178708601784,5,735.0,0.0,5,862.0,133.54961624804469,5,0.05044958473471069,0.0,5,0.05916672386574233,0.009166697525433776,5,0.4124 ± 0.0163,0.3635 ± 0.0145,735.0000 ± 0.0000,862.0000 ± 133.5496,0.0504 ± 0.0000,0.0592 ± 0.0092
schwartz_geoloss,microsoft/deberta-v3-base,test,provided,Universalism: nature,0.5495536109708891,0.02011166587976951,5,0.4989632700421779,0.010050868146402929,5,293.0,0.0,5,392.8,38.23218539398448,5,0.02011119500308875,0.0,5,0.02696135630448212,0.002624214798131957,5,0.5496 ± 0.0201,0.4990 ± 0.0101,293.0000 ± 0.0000,392.8000 ± 38.2322,0.0201 ± 0.0000,0.0270 ± 0.0026
schwartz_geoloss,microsoft/deberta-v3-base,test,provided,Universalism: tolerance,0.21541208045873672,0.020025862481657913,5,0.13323548875355665,0.014381570037482949,5,171.0,0.0,5,229.0,22.999999999999996,5,0.011737250326034732,0.0,5,0.015718305992175167,0.001578694488297069,5,0.2154 ± 0.0200,0.1332 ± 0.0144,171.0000 ± 0.0000,229.0000 ± 23.0000,0.0117 ± 0.0000,0.0157 ± 0.0016
schwartz_geosmooth,microsoft/deberta-v3-base,test,provided,Achievement,0.2832007205383752,0.02214742412999732,5,0.22061126696988387,0.01699345629360971,5,911.0,0.0,5,1329.2,306.18409494942745,5,0.06253002951472304,0.0,5,0.0912348136454115,0.021016136656560335,5,0.2832 ± 0.0221,0.2206 ± 0.0170,911.0000 ± 0.0000,1329.2000 ± 306.1841,0.0625 ± 0.0000,0.0912 ± 0.0210
schwartz_geosmooth,microsoft/deberta-v3-base,test,provided,Benevolence: caring,0.13580479126006167,0.008821410604393702,5,0.06982137923728618,0.004493790088493813,5,324.0,0.0,5,1309.2,374.220790443289,5,0.022239000617750016,0.0,5,0.08986203582950099,0.025686099968651854,5,0.1358 ± 0.0088,0.0698 ± 0.0045,324.0000 ± 0.0000,1309.2000 ± 374.2208,0.0222 ± 0.0000,0.0899 ± 0.0257
schwartz_geosmooth,microsoft/deberta-v3-base,test,provided,Benevolence: dependability,0.14311070252849323,0.03702554987516206,5,0.08793314046458514,0.02577210271808929,5,288.0,0.0,5,1047.8,359.4936717106436,5,0.019768000549111125,0.0,5,0.07191982977555082,0.024675246874229086,5,0.1431 ± 0.0370,0.0879 ± 0.0258,288.0000 ± 0.0000,1047.8000 ± 359.4937,0.0198 ± 0.0000,0.0719 ± 0.0247
schwartz_geosmooth,microsoft/deberta-v3-base,test,provided,Conformity: interpersonal,0.04420532519847292,0.0020785814465825443,5,0.02187736533712618,0.0006895180441013381,5,195.0,0.0,5,2290.6,888.8387367796253,5,0.013384583705127327,0.0,5,0.15722424325622897,0.06100890498864887,5,0.0442 ± 0.0021,0.0219 ± 0.0007,195.0000 ± 0.0000,2290.6000 ± 888.8387,0.0134 ± 0.0000,0.1572 ± 0.0610
schwartz_geosmooth,microsoft/deberta-v3-base,test,provided,Conformity: rules,0.3506933668616049,0.025575081240603304,5,0.2935873308131373,0.04231265573272333,5,911.0,0.0,5,1088.4,286.78354206613744,5,0.06253002951472304,0.0,5,0.07470656874184914,0.01968450422583138,5,0.3507 ± 0.0256,0.2936 ± 0.0423,911.0000 ± 0.0000,1088.4000 ± 286.7835,0.0625 ± 0.0000,0.0747 ± 0.0197
schwartz_geosmooth,microsoft/deberta-v3-base,test,provided,Face,0.05118344131427725,0.0032118997898518686,5,0.027713471314530003,0.001523226526935256,5,267.0,0.0,5,4370.6,1346.4766243793465,5,0.018326583842405108,0.0,5,0.29999313611092043,0.09242066197950077,5,0.0512 ± 0.0032,0.0277 ± 0.0015,267.0000 ± 0.0000,4370.6000 ± 1346.4766,0.0183 ± 0.0000,0.3000 ± 0.0924
schwartz_geosmooth,microsoft/deberta-v3-base,test,provided,Hedonism,0.041457492020700745,0.011608262927928577,5,0.01834263190615992,0.003608907460298178,5,125.0,0.0,5,1366.0,1012.6092533647912,5,0.008579861349440594,0.0,5,0.0937607248266868,0.06950437596024375,5,0.0415 ± 0.0116,0.0183 ± 0.0036,125.0000 ± 0.0000,1366.0000 ± 1012.6093,0.0086 ± 0.0000,0.0938 ± 0.0695
schwartz_geosmooth,microsoft/deberta-v3-base,test,provided,Humility,0.005074442806706703,0.003212090388410083,5,0.003267699336625006,0.00033181049940044893,5,30.0,0.0,5,419.6,287.87462548824965,5,0.0020591667238657424,0.0,5,0.02880087857780218,0.01975939498169055,5,0.0051 ± 0.0032,0.0033 ± 0.0003,30.0000 ± 0.0000,419.6000 ± 287.8746,0.0021 ± 0.0000,0.0288 ± 0.0198
schwartz_geosmooth,microsoft/deberta-v3-base,test,provided,Power: dominance,0.17552908384602384,0.017756683959557883,5,0.10736482176877508,0.013746804877124605,5,631.0,0.0,5,2064.4,333.736872400998,5,0.04331114009197611,0.0,5,0.14169812615828128,0.02290732873917208,5,0.1755 ± 0.0178,0.1074 ± 0.0137,631.0000 ± 0.0000,2064.4000 ± 333.7369,0.0433 ± 0.0000,0.1417 ± 0.0229
schwartz_geosmooth,microsoft/deberta-v3-base,test,provided,Power: resources,0.27030944645611804,0.01718397553464288,5,0.19392611245095273,0.019825814142209065,5,805.0,0.0,5,1480.0,223.16697784394535,5,0.05525430709039743,0.0,5,0.10158555837737662,0.015317933821397855,5,0.2703 ± 0.0172,0.1939 ± 0.0198,805.0000 ± 0.0000,1480.0000 ± 223.1670,0.0553 ± 0.0000,0.1016 ± 0.0153
schwartz_geosmooth,microsoft/deberta-v3-base,test,provided,Security: personal,0.13560123166540414,0.0353406326087925,5,0.079144587711832,0.015311786095911446,5,352.0,0.0,5,1939.0,427.9281481744336,5,0.02416088956002471,0.0,5,0.13309080925252248,0.029372513430876077,5,0.1356 ± 0.0353,0.0791 ± 0.0153,352.0000 ± 0.0000,1939.0000 ± 427.9281,0.0242 ± 0.0000,0.1331 ± 0.0294
schwartz_geosmooth,microsoft/deberta-v3-base,test,provided,Security: societal,0.36263448018513683,0.02254526813648482,5,0.3225085502897938,0.013724246880403355,5,1151.0,0.0,5,1464.2,290.64703679893245,5,0.07900336330564899,0.0,5,0.10050106390280733,0.01994969021888478,5,0.3626 ± 0.0225,0.3225 ± 0.0137,1151.0000 ± 0.0000,1464.2000 ± 290.6470,0.0790 ± 0.0000,0.1005 ± 0.0199
schwartz_geosmooth,microsoft/deberta-v3-base,test,provided,Self-direction: action,0.11991213659542468,0.014762538427579725,5,0.06993377382025481,0.010369060467688845,5,512.0,0.0,5,1076.6,400.95984836389795,5,0.03514311208730867,0.0,5,0.07389662983046194,0.02752143924523974,5,0.1199 ± 0.0148,0.0699 ± 0.0104,512.0000 ± 0.0000,1076.6000 ± 400.9598,0.0351 ± 0.0000,0.0739 ± 0.0275
schwartz_geosmooth,microsoft/deberta-v3-base,test,provided,Self-direction: thought,0.06209911773955298,0.012091547164423176,5,0.035213864581831,0.0051316401926184505,5,171.0,0.0,5,924.0,690.601549375615,5,0.011737250326034732,0.0,5,0.06342233509506487,0.04740212433081303,5,0.0621 ± 0.0121,0.0352 ± 0.0051,171.0000 ± 0.0000,924.0000 ± 690.6015,0.0117 ± 0.0000,0.0634 ± 0.0474
schwartz_geosmooth,microsoft/deberta-v3-base,test,provided,Stimulation,0.1587102024830944,0.011505939939072268,5,0.11401803933389384,0.008981069263879692,5,371.0,0.0,5,360.2,66.14529461722881,5,0.02546502848513968,0.0,5,0.02472372846454801,0.00454013965386978,5,0.1587 ± 0.0115,0.1140 ± 0.0090,371.0000 ± 0.0000,360.2000 ± 66.1453,0.0255 ± 0.0000,0.0247 ± 0.0045
schwartz_geosmooth,microsoft/deberta-v3-base,test,provided,Tradition,0.05233051745850885,0.008309970671951853,5,0.025990727012464566,0.0039667649629835065,5,196.0,0.0,5,3272.6,1011.0931213295835,5,0.01345322259592285,0.0,5,0.2246276340174343,0.06940031033904755,5,0.0523 ± 0.0083,0.0260 ± 0.0040,196.0000 ± 0.0000,3272.6000 ± 1011.0931,0.0135 ± 0.0000,0.2246 ± 0.0694
schwartz_geosmooth,microsoft/deberta-v3-base,test,provided,Universalism: concern,0.3699360353698672,0.01028040112345936,5,0.3004221866361468,0.015852089983973944,5,735.0,0.0,5,1089.6,218.3719304306302,5,0.05044958473471069,0.0,5,0.07478893541080375,0.014988807085635951,5,0.3699 ± 0.0103,0.3004 ± 0.0159,735.0000 ± 0.0000,1089.6000 ± 218.3719,0.0504 ± 0.0000,0.0748 ± 0.0150
schwartz_geosmooth,microsoft/deberta-v3-base,test,provided,Universalism: nature,0.2817343536261777,0.029686946498163554,5,0.2003114546997093,0.03352715302952783,5,293.0,0.0,5,557.2,97.3688862008804,5,0.02011119500308875,0.0,5,0.03824558995126639,0.006683292346824108,5,0.2817 ± 0.0297,0.2003 ± 0.0335,293.0000 ± 0.0000,557.2000 ± 97.3689,0.0201 ± 0.0000,0.0382 ± 0.0067
schwartz_geosmooth,microsoft/deberta-v3-base,test,provided,Universalism: tolerance,0.09393519839764826,0.01771699743208018,5,0.05356426137135016,0.010537202960952612,5,171.0,0.0,5,271.0,151.25971043209094,5,0.011737250326034732,0.0,5,0.01860113940558721,0.010382298746110985,5,0.0939 ± 0.0177,0.0536 ± 0.0105,171.0000 ± 0.0000,271.0000 ± 151.2597,0.0117 ± 0.0000,0.0186 ± 0.0104
