method,model_slug,geometry,family,objective,test_macro_f1_mean,test_macro_f1_std,test_macro_f1_count,test_micro_f1_mean,test_micro_f1_std,test_micro_f1_count,test_macro_auprc_mean,test_macro_auprc_std,test_macro_auprc_count,test_micro_auprc_mean,test_micro_auprc_std,test_micro_auprc_count,test_circular_error_mean,test_circular_error_std,test_circular_error_count,test_opposite_value_activation_mean,test_opposite_value_activation_std,test_opposite_value_activation_count,test_neighbor_error_rate_mean,test_neighbor_error_rate_std,test_neighbor_error_rate_count,test_opposite_error_rate_mean,test_opposite_error_rate_std,test_opposite_error_rate_count,test_confusion_distance_correlation_mean,test_confusion_distance_correlation_std,test_confusion_distance_correlation_count,test_decoder_geometry_cost_mean,test_decoder_geometry_cost_std,test_decoder_geometry_cost_count,test_n_predictions_mean,test_n_predictions_std,test_n_predictions_count,test_prediction_rate_mean,test_prediction_rate_std,test_prediction_rate_count
bce,deberta-v3-base,empirical,full,pareto_99,0.29638856030304095,,1,0.3363363363363363,,1,0.229135635029787,,1,0.2640468874290069,,1,0.27499488433038766,,1,0.10293084823146798,,1,0.19425396074722157,,1,0.518562307874202,,1,-0.14574261964267463,,1,0.5670736489787489,,1,11874.0,,1,0.0428956941740032,,1
bce,deberta-v3-base,empirical,full,standard,0.29630508385730386,,1,0.33617000344335674,,1,0.2312928042550224,,1,0.27116088144330946,,1,0.12714188766778417,,1,0.04555671759531583,,1,0.1947362209370943,,1,0.5176442818364215,,1,-0.14557562479692246,,1,0.5668048779765934,,1,11890.0,,1,0.04295349534519943,,1
