method,seed,base_config,params_json,gamma_pos,gamma_neg,clip,lambda_geo,tau,random_seed,best_macro_f1,collapsed,run_name
schwartz_geoloss,1701,configs/deberta_schwartz_geoloss.yaml,"{""lambda_geo"":0.05}",,,,0.05,,,0.28148577603444686,False,tune_deberta_schwartz_geoloss_seed1701_lambda_geo0p05
schwartz_geoloss,1701,configs/deberta_schwartz_geoloss.yaml,"{""lambda_geo"":0.1}",,,,0.1,,,0.274340471112245,False,tune_deberta_schwartz_geoloss_seed1701_lambda_geo0p1
schwartz_geoloss,1701,configs/deberta_schwartz_geoloss.yaml,"{""lambda_geo"":0.2}",,,,0.2,,,0.2715036355694605,False,tune_deberta_schwartz_geoloss_seed1701_lambda_geo0p2
schwartz_geosmooth,42,configs/deberta_schwartz_geosmooth.yaml,"{""tau"":0.1}",,,,,0.1,,0.1296028854122558,False,tune_deberta_schwartz_geosmooth_seed42_tau0p1
schwartz_geosmooth,42,configs/deberta_schwartz_geosmooth.yaml,"{""tau"":0.2}",,,,,0.2,,0.10458354210932214,False,tune_deberta_schwartz_geosmooth_seed42_tau0p2
schwartz_geosmooth,42,configs/deberta_schwartz_geosmooth.yaml,"{""tau"":0.5}",,,,,0.5,,0.07737215944617307,False,tune_deberta_schwartz_geosmooth_seed42_tau0p5
schwartz_geosmooth,42,configs/deberta_schwartz_geosmooth.yaml,"{""tau"":1.0}",,,,,1.0,,0.07425632769554172,False,tune_deberta_schwartz_geosmooth_seed42_tau1p0
schwartz_geosmooth,7,configs/deberta_schwartz_geosmooth.yaml,"{""tau"":0.1}",,,,,0.1,,0.13046308211083626,False,tune_deberta_schwartz_geosmooth_seed7_tau0p1
schwartz_geosmooth,7,configs/deberta_schwartz_geosmooth.yaml,"{""tau"":0.2}",,,,,0.2,,0.10823347395801376,False,tune_deberta_schwartz_geosmooth_seed7_tau0p2
schwartz_geosmooth,7,configs/deberta_schwartz_geosmooth.yaml,"{""tau"":0.5}",,,,,0.5,,0.08119608741593297,False,tune_deberta_schwartz_geosmooth_seed7_tau0p5
schwartz_geosmooth,7,configs/deberta_schwartz_geosmooth.yaml,"{""tau"":1.0}",,,,,1.0,,0.07941263453776663,False,tune_deberta_schwartz_geosmooth_seed7_tau1p0
schwartz_geosmooth,1701,configs/deberta_schwartz_geosmooth.yaml,"{""tau"":0.1}",,,,,0.1,,0.12061836866138094,False,tune_deberta_schwartz_geosmooth_seed1701_tau0p1
schwartz_geosmooth,1701,configs/deberta_schwartz_geosmooth.yaml,"{""tau"":0.2}",,,,,0.2,,0.10078029582565566,False,tune_deberta_schwartz_geosmooth_seed1701_tau0p2
schwartz_geosmooth,1701,configs/deberta_schwartz_geosmooth.yaml,"{""tau"":0.5}",,,,,0.5,,0.08106274906979162,False,tune_deberta_schwartz_geosmooth_seed1701_tau0p5
schwartz_geosmooth,1701,configs/deberta_schwartz_geosmooth.yaml,"{""tau"":1.0}",,,,,1.0,,0.07819621235797579,False,tune_deberta_schwartz_geosmooth_seed1701_tau1p0
