method,seed,model_slug,geometry,family,objective,top_k,max_candidates,max_labels,threshold_factor,min_prob,marginal_temperature,neighbor_steps,random_seed,empirical_metric,alpha_neighbor,beta_opposite,gamma_cardinality,validation_macro_f1,validation_micro_f1,validation_macro_auprc,validation_micro_auprc,validation_circular_error,validation_opposite_value_activation,validation_neighbor_error_rate,validation_opposite_error_rate,validation_confusion_distance_correlation,validation_decoder_geometry_cost,validation_n_predictions,validation_prediction_rate,test_macro_f1,test_micro_f1,test_macro_auprc,test_micro_auprc,test_circular_error,test_opposite_value_activation,test_neighbor_error_rate,test_opposite_error_rate,test_confusion_distance_correlation,test_decoder_geometry_cost,test_n_predictions,test_prediction_rate
bce,7,deberta-v3-base,schwartz,full,pareto_99,8,8,5,0.5,0.01,1.0,2,42,jaccard,0.1,0.2,0.0,0.30216519290594374,0.3542160514730782,0.2288535265565217,0.27706447080727387,0.30734291690070104,0.11968691813276754,0.1728777235385165,0.525657816406715,-0.09199248659204233,0.6065430533531893,12060.0,0.04258835494533435,0.2943628315106296,0.34822089522775507,0.23512684013224416,0.28064444075754685,0.30010697867988234,0.11396784859500882,0.19431051108968178,0.5130183220829315,-0.13837182959361163,0.5689570035790017,11824.0,0.04271506551401498
bce,7,deberta-v3-base,schwartz,full,pareto_98,8,8,5,0.5,0.01,1.0,2,42,jaccard,0.1,0.2,0.02,0.30019036982915975,0.3536727555382822,0.22882562466468118,0.2770938774298241,0.304484826051279,0.1185432789373771,0.17256690267610705,0.5265810632425297,-0.09291140914283592,0.6062365567758009,11973.0,0.04228112551911179,0.29419246472209787,0.34829567974633374,0.23507398909896152,0.2806155870727003,0.29730571513909676,0.11287606243965842,0.1939246658566221,0.513730255164034,-0.1387950770701493,0.5688598439505069,11745.0,0.04242967223123358
bce,7,deberta-v3-base,schwartz,full,pareto_95,8,8,5,0.5,0.01,1.0,2,42,jaccard,0.1,0.2,0.02,0.30019036982915975,0.3536727555382822,0.22882562466468118,0.2770938774298241,0.304484826051279,0.1185432789373771,0.17256690267610705,0.5265810632425297,-0.09291140914283592,0.6062365567758009,11973.0,0.04228112551911179,0.29419246472209787,0.34829567974633374,0.23507398909896152,0.2806155870727003,0.29730571513909676,0.11287606243965842,0.1939246658566221,0.513730255164034,-0.1387950770701493,0.5688598439505069,11745.0,0.04242967223123358
bce,7,deberta-v3-base,random,cardinality_only,standard,8,8,5,0.5,0.01,1.0,2,42,jaccard,0.0,0.0,0.0,0.3045814004479097,0.3556668753913588,0.23252428239654177,0.2871738241749431,0.1480912471355951,0.05745671938918532,0.17013478363679357,0.5277843461811302,-0.07894363128204214,0.6189754985358816,12150.0,0.04290617848970252,0.2936736627630485,0.3475988561285869,0.23795926960713357,0.28730297439899594,0.14392374339356276,0.05411234585142704,0.1912719403702813,0.5159894205337822,-0.12424872169013074,0.5830126392139328,11843.0,0.0427837044048105
bce,7,deberta-v3-base,random,cardinality_only,f1,8,8,5,0.5,0.01,1.0,2,42,jaccard,0.0,0.0,0.0,0.3045814004479097,0.3556668753913588,0.23252428239654177,0.2871738241749431,0.1480912471355951,0.05745671938918532,0.17013478363679357,0.5277843461811302,-0.07894363128204214,0.6189754985358816,12150.0,0.04290617848970252,0.2936736627630485,0.3475988561285869,0.23795926960713357,0.28730297439899594,0.14392374339356276,0.05411234585142704,0.1912719403702813,0.5159894205337822,-0.12424872169013074,0.5830126392139328,11843.0,0.0427837044048105
bce,7,deberta-v3-base,random,cardinality_only,pareto_99,8,8,5,0.5,0.01,1.0,2,42,jaccard,0.0,0.0,0.02,0.30239333812530184,0.3553446940356313,0.2288183534586009,0.27767787069237976,0.3124630168732189,0.12515493596296223,0.16907462686567165,0.5290746268656716,-0.08071553288808174,0.6174337208432615,12045.0,0.042535384354606326,0.29420109798334176,0.348450341617982,0.23465010230322755,0.28133095028337124,0.30514483002837783,0.11936837163227275,0.19174757281553398,0.516626213592233,-0.12710576292512285,0.5812680234826442,11759.0,0.042480248256030285
bce,7,deberta-v3-base,random,cardinality_only,pareto_98,8,8,5,0.5,0.01,1.0,2,42,jaccard,0.0,0.0,0.02,0.30239333812530184,0.3553446940356313,0.2288183534586009,0.27767787069237976,0.3124630168732189,0.12515493596296223,0.16907462686567165,0.5290746268656716,-0.08071553288808174,0.6174337208432615,12045.0,0.042535384354606326,0.29420109798334176,0.348450341617982,0.23465010230322755,0.28133095028337124,0.30514483002837783,0.11936837163227275,0.19174757281553398,0.516626213592233,-0.12710576292512285,0.5812680234826442,11759.0,0.042480248256030285
bce,7,deberta-v3-base,random,cardinality_only,pareto_95,8,8,5,0.5,0.01,1.0,2,42,jaccard,0.0,0.0,0.02,0.30239333812530184,0.3553446940356313,0.2288183534586009,0.27767787069237976,0.3124630168732189,0.12515493596296223,0.16907462686567165,0.5290746268656716,-0.08071553288808174,0.6174337208432615,12045.0,0.042535384354606326,0.29420109798334176,0.348450341617982,0.23465010230322755,0.28133095028337124,0.30514483002837783,0.11936837163227275,0.19174757281553398,0.516626213592233,-0.12710576292512285,0.5812680234826442,11759.0,0.042480248256030285
bce,7,deberta-v3-base,random,neighbor_only,standard,8,8,5,0.5,0.01,1.0,2,42,jaccard,0.0,0.0,0.0,0.3045814004479097,0.3556668753913588,0.23252428239654177,0.2871738241749431,0.1480912471355951,0.05745671938918532,0.17013478363679357,0.5277843461811302,-0.07894363128204214,0.6189754985358816,12150.0,0.04290617848970252,0.2936736627630485,0.3475988561285869,0.23795926960713357,0.28730297439899594,0.14392374339356276,0.05411234585142704,0.1912719403702813,0.5159894205337822,-0.12424872169013074,0.5830126392139328,11843.0,0.0427837044048105
bce,7,deberta-v3-base,random,neighbor_only,f1,8,8,5,0.5,0.01,1.0,2,42,jaccard,0.0,0.0,0.0,0.3045814004479097,0.3556668753913588,0.23252428239654177,0.2871738241749431,0.1480912471355951,0.05745671938918532,0.17013478363679357,0.5277843461811302,-0.07894363128204214,0.6189754985358816,12150.0,0.04290617848970252,0.2936736627630485,0.3475988561285869,0.23795926960713357,0.28730297439899594,0.14392374339356276,0.05411234585142704,0.1912719403702813,0.5159894205337822,-0.12424872169013074,0.5830126392139328,11843.0,0.0427837044048105
